text,sentiment_label,sentiment_score,suicide_label,suicide_score
Sleep is a way to help the pain,0,0.9967958331108093,LABEL_0,0.9523846507072449
"I need rest from my painful life😭😭
I can't handle it anymore💔
How many times my heart destroyed💔💔 I am dead inside.... Only you can see my body.. No more man inside me😔😔",0,0.9924511313438416,LABEL_0,0.9982573390007019
The saddest part about being sad is the fact you cant post or speak about anything without feeling vulnerable 🥺🤢,0,0.9947152733802795,LABEL_0,0.9999884366989136
"Okay this is a bad time to say it but like I hope y'all are okay there is still here I'm with you

Also this helps me take a shit",1,0.9803689122200012,LABEL_0,0.9999969005584717
"""Roses are ded
voilets are dying 
outside we are smiling 
inside we are crying""",0,0.68413245677948,LABEL_0,0.9999926090240479
"Roses are red
Violets are blue
I wrote this poem for u
Crying in the bathroom :'(",0,0.8909637331962585,LABEL_0,0.9999970197677612
"My doctors tried to tell me that ""i'm just going through a phase and I just need to accept it and move on""
I simply replied : I don't know if it is a phase...but I just want to feel okay...",1,0.9762430787086487,LABEL_1,0.9020311236381531
Im still holding my feeling i dont want to cry anymore,1,0.9721060395240784,LABEL_0,0.999995231628418
Me have depression but don't know why 😭😭😭😭😭😭😭😭😭,0,0.9974094033241272,LABEL_0,0.999995231628418
Rise your hand if i should commit suicide,1,0.7786985635757446,LABEL_0,0.9994760155677795
My dad just died so that's why im Here,0,0.9956211447715759,LABEL_0,0.9999960660934448
Playing video games is the only thing makes me hapy,0,0.9970661997795105,LABEL_0,0.9999959468841553
it’s crazy how much people are hurting right now.,0,0.9971967935562134,LABEL_1,0.9921953678131104
I dont want to live anymore. I lost so many friends. They will never forgive me...........FUUUUUUUUCK !!!!!!!!!!!!!!!!!!!!!! WHY I MUST BE SUCH A MONSTER WHYYYYYYYYYYYYYY !!!!!!!!!!!!!!!!!!!!!!!!!? 😭😭😭😭😭😭,0,0.9976608753204346,LABEL_1,0.9968805313110352
If time travel possible i will go back to my childhood and shows to my dad how Alcohol addiction kills our  happiness forever 💔,0,0.9768821597099304,LABEL_0,0.999994158744812
Maybe the dead is get out way from this situation. I always crying and crying every day 😭😭😭,0,0.99124675989151,LABEL_1,0.9989284873008728
Can I use one of the songs for a fn montage,0,0.9964827299118042,LABEL_0,0.9999959468841553
""" You know what really hurts is when u keep pretending for others 

Your family disowning you

Your parents treats you like a failure

Everybody feels like an enemy .""",0,0.9997515082359314,LABEL_0,0.9999963045120239
You ever keep failing and failing and failing and failing and failing that somehow you go numb to everything and it seems that you can never be ok because you just can’t stop failing,0,0.9949638843536377,LABEL_0,0.9999951124191284
"Man ......she was lie to me,she wont prove if im her man,but she act like im the person must be say sorry,even im not wrong ,but i did it,i dont know how many times i say sorry but im not the person who being wrong ,this situation really suck,i just want somebody love me like i love her😢",0,0.970788300037384,LABEL_0,0.9984692931175232
My parents think I'm the worst 💔⛓️,0,0.9997608065605164,LABEL_0,0.9999699592590332
This is the place i come when i am suffering from a breakup😔,0,0.8290640711784363,LABEL_0,0.9999573230743408
i have depression but gta 5 is shit game\,0,0.9978154897689819,LABEL_0,0.9999972581863403
Real depressed people don't use it as a personality,0,0.9973764419555664,LABEL_0,0.9999946355819702
"People get sad all the time but we can't let sadness beat us down its just a emotion you are here for a reason its just still not your time to shine but at one day you will shine  
You are not useless think about the people that loves you that trust you that wants you to live 
Maybe you make many people down but don't feel hopeless life is like that and everyone makes mistake don't get bitten down by mistake 
Think about it earth is so big solar system is so big and think about your trouble its nothing so don't think to much live happily love u all🥰🥰",1,0.9965081810951233,LABEL_0,0.9999524354934692
Tysm for this wonderful song,1,0.9998660087585449,LABEL_0,0.9644971489906311
"My dog dog had be really sick for the past few days and i thought she was gonna pass away but with a miracle she survived 
Two days later she ran away 
And we havent seen her since
Its too much 
Have my normal problems now this
Its too much
It really is",0,0.9948766827583313,LABEL_0,0.9999972581863403
I am duprest because my gf broke up with me I don't want to talk about it 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,0,0.9942154288291931,LABEL_0,0.9999967813491821
"I wish life wasn’t so hard for me and others, dang I wish I was younger where I didn’t feel pain and worry about betrayal and think about suicide 

Don’t think about that stuff your amazing and unique if other people don’t see it i do and don’t forget don’t be hard on your self",1,0.9961069226264954,LABEL_0,0.9999936819076538
I wish if I can change everything,0,0.9983593821525574,LABEL_1,0.9991047978401184
I'm depressed right now 😥🇵🇭,0,0.9996670484542847,LABEL_0,0.998584508895874
"hi everyone it’s my bday today and i only celebrate it with myself,my father did’nt even bothered to great me instead he scold me in my own bday:)",0,0.9853304624557495,LABEL_0,0.9999970197677612
I'm tired...  I just don't know what to do  .... 😭😭,0,0.999778687953949,LABEL_1,0.9971370697021484
"Whoever is listening to this I just want you to know you are loved. I love you but Jesus loves you more. Don’t listen to people talking down to you. Prove them wrong be an overcomer. God has blessed all of us so much and we don’t even pay attention to them. Isaiah 41:10 (Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.)",1,0.9969186782836914,LABEL_0,0.9899594187736511
Im heart broken without having a girlfriend,0,0.9735663533210754,LABEL_0,0.9999929666519165
I wish sleep lasted longer than being awake.,0,0.9990198612213135,LABEL_1,0.995266318321228
Atleast I'm pretty...,1,0.9987509250640869,LABEL_0,0.9999607801437378
bruh this comment section aint it XD,0,0.9836583733558655,LABEL_0,0.9999953508377075
"YOU NEVER SAID GOODBYE **
You never said I’m leaving
You never said goodbye.
You were gone before I knew it
And only God knows why.

In life I loved you completely 
In death I love you still.
In my heart I hold a place
That only you can fill.

It broke my heart to lose you
But I know you’re not alone.
A part of me left with you
On the day God called you home.

THANK YOU FOR WHO YOU ARE IN YOUR HEART !
By Tom Zart
Most Published Poet On The Web
Tom’s 1,650 Poems Are Free To Share!
Google = Most Published Poet
Google = George Bush Tom Zart
Google =  Most Published Poet YouTube",1,0.998620867729187,LABEL_0,0.9989439845085144
havent slept n 2 weeks everynight ive cried all the ppl i wiped tears away to assure that things get better just walk past me.,0,0.9929730892181396,LABEL_0,0.9999443292617798
"ppl ask me ""oh arent you scared of death"", not gonna be scared of smthing that ive wanted for 11 yrs now.",0,0.9951761960983276,LABEL_0,0.9999964237213135
Seeing 14 mil people depressed is something else😏😏,0,0.9964125752449036,LABEL_0,0.9999963045120239
14M depressed people listen to this songs while questioning their worth and... I'm belong to them.,0,0.9348746538162231,LABEL_0,0.999821126461029
I don’t want to live anymore,0,0.9965952038764954,LABEL_1,0.9998779296875
""" Some old wounds never truly heal, and bleed again at the slightest word"" 
"" I don't feel like myself anyone more and I don't know how to get back""
"" If it's destroying you then it's not love my dear""",0,0.9994567036628723,LABEL_1,0.9734130501747131
If I can take those 3 words back “ I love u” I wish I could 😭😭 she really broke my heart and said it was all my fault 😔😓,0,0.9953780174255371,LABEL_0,0.9990179538726807
this is fucking cringe bro,0,0.9992551207542419,LABEL_0,0.9999961853027344
I wish i was never born😭😭,0,0.9972816705703735,LABEL_1,0.9870908260345459
My grandpa and grandmother died and my gf broke up with me threw a text message and im failing school. I just wanna be with them end this miserable existence and this shifty world,0,0.9996095299720764,LABEL_0,0.9999440908432007
I just feel bad all the time,0,0.9997715353965759,LABEL_0,0.9999805688858032
Sad how you think about people that doesn’t even remember u 🙁,0,0.9993568062782288,LABEL_0,0.9999974966049194
If any youngster r watching this I wanna tell u guys something enjoy your life when u r in a age u don't know about stress depression anxiety be Happy 😊,1,0.9929426908493042,LABEL_0,0.9999973773956299
"To be a boy sucks😑
Family problems 😐
Future problems 
Fake relationship 
Girls if they r truthful n humble they will get a better guy who will keep them happy ever 😌but what about us specially like me a middle class boy we have to create our own place whether to stay like this forever or to become a rich to feed family concerning about future 😫where can I find happiness 😔",1,0.98446124792099,LABEL_0,0.9999771118164062
"i just confessed haha.
It took me here.",1,0.87394779920578,LABEL_1,0.9453535676002502
"Nothing really important happened to me, I just lost myself, I found out that I did to people what I wouldn't like people do to me and I feel like I'm a sort of ""monster"" who deserve nothing",0,0.9994493126869202,LABEL_0,0.9985048770904541
Ong that's me,1,0.9951700568199158,LABEL_0,0.9999970197677612
"I am so sick of everything but I am not enough strong to kill myself....

So everyday I beg from God to kill me",0,0.9956117272377014,LABEL_1,0.999981164932251
The worst part about being depressed is that no one wants to be around you if you show any sign of sadness so they leave you at your lowest an than you become more depressed or you just fake your happiness but inside you feel like your being left out and your always alone.,0,0.9988009929656982,LABEL_0,0.9090492129325867
"You really call these sad? These don't make me feel horrible, waste of my time",1,0.5167858600616455,LABEL_0,0.999632716178894
"They took my only chance at happiness and tore it up into a million pieces and threw it away. I expected better but I shouldn't have.
Unknown",0,0.9942223429679871,LABEL_1,0.9998290538787842
"I said I'm depressed to many people 
I said I'm fucking tired 
But they just say it's OK stay strong
But bro I'm completely disappointed of this fucking world and Myself...",0,0.99757319688797,LABEL_0,0.9999723434448242
Social Anxiety bring me here 💔💔💔,1,0.8594623804092407,LABEL_0,0.9999314546585083
If i had a chance to meet my younger self...i will kill him😑,0,0.9959081411361694,LABEL_1,0.9676180481910706
my crush is with my bestfriend :),1,0.9133946299552917,LABEL_0,0.9999966621398926
I wish i wasn't born life is suck anyway,0,0.9981092214584351,LABEL_0,0.9999960660934448
good song so good          and love you song,1,0.9998703002929688,LABEL_0,0.999996542930603
The saddest part of life is when friends break your heart,0,0.9948635697364807,LABEL_0,0.999778687953949
"This is war,war where people die!

People: please no..",0,0.9973451495170593,LABEL_0,0.9561483860015869
Life is like a roller coaster it goes up and down but recently is going down I try to tell my self I can fight though this but I just don’t think I can every day I feel sad,0,0.9981997013092041,LABEL_0,0.9989691972732544
what i listen to when i sit in a corner 18:25,1,0.9945429563522339,LABEL_0,0.999996542930603
Imagine you have a girlfriend living with her for 2 years and she hurts you and leaves you with another guy and you didn’t even manage to ask her why?😭😭,0,0.9990418553352356,LABEL_0,0.9999963045120239
It's sad that strangers understand you more than friends or family,0,0.9986550807952881,LABEL_0,0.9888991713523865
"at first, I just cry every night but now, I even cannot cry or try to explain how I am tired",0,0.9858832955360413,LABEL_0,0.9999970197677612
As my Councillor said many years ago. People don't listen to depressing music to be depressed. They listen to music that portrays their inner feelings.....,1,0.9973577857017517,LABEL_1,0.9999477863311768
"So sad to see so many people out there like me that have viewed this...... Good luck to you all, wherever you are in the world.",1,0.9994741082191467,LABEL_0,0.9997050166130066
If i had a chance to talk to myself i would have said grow up stop feeling shy and man up and live ur life 😓😓😓,0,0.9960148334503174,LABEL_0,0.9999921321868896
"I don't know who I am anymore, am I funny kid, am I the sad kid, am I the loud kid, or am I all of them? I don't even know anymore I'm too used to pretending, that I don't even know who I am anymore.",0,0.9973136782646179,LABEL_0,0.9992232322692871
Im trying to understand my life ryt now..why do money is so fuckin hard to have i cant even sell my fuckin phone...,0,0.9982725381851196,LABEL_0,0.9936167001724243
"Me that believed in ""I Will never leave u alone""😥",1,0.984778106212616,LABEL_0,0.999996542930603
Anyone else here feel like they’re hurting so much and you just want to rip the inside form your body because u feel like you can’t handle that much pain?,0,0.9990295171737671,LABEL_0,0.9999604225158691
im alive for the sake of my family if only I didn’t have any family,1,0.9990556836128235,LABEL_1,0.9104197025299072
shawty im depressed and theese songs are jus tsad songs not my type I dont like them I like edgy songs like sugar rush -.-,0,0.9984225034713745,LABEL_0,0.9997757077217102
Mt bom,1,0.9280901551246643,LABEL_0,0.9965062141418457
"I’m proud of you for still being here!
Im proud of you for breathing.
Im proud of you for eating.
Im proud of you for blinking.
Im proud of you for smiling.
Im proud of you for everything.
Don’t give up on life even tho it sucks and it’s dark but there will always be a light at the end of the tunnel.",1,0.9997362494468689,LABEL_1,0.9995294809341431
"It hurts when you don't have anyone to talk about your mental health and you even don't want to show that to your parents....
Literally it's Killin me inside but I can't do anything 💔",0,0.9957000017166138,LABEL_0,0.9999918937683105
Depressed mfs searching this up 🥺😢 like tf,0,0.9996007084846497,LABEL_0,0.999996542930603
"I miss when I wasn’t sad 
I miss when I could sleep
I miss when I didn’t have so much anxiety 
I miss when I didn’t know what heart break was",0,0.98792564868927,LABEL_0,0.9999974966049194
"Friends: your a idiot you won't become anything
Mom: you shouldn't have existed
Girlfriend: I love you
Me: death is the best option",1,0.9848030805587769,LABEL_1,0.9719952940940857
"""be happy with the things that make you happy as they may be useful in the future""
-me",1,0.9998509883880615,LABEL_0,0.9999961853027344
You wont know how important they are until they are Gone,0,0.9220333695411682,LABEL_0,0.9996747970581055
I am not depressed but I love the real feelings,1,0.9998098015785217,LABEL_0,0.999543309211731
How to fake happy just count to 5 and backwards and you'll just feel like a end life cycle of hatred....,0,0.9994756579399109,LABEL_0,0.9999967813491821
I honestly just wanna give up...,0,0.98243248462677,LABEL_1,0.999669075012207
"We have tears to cry
We have emotions to be sad
Life has challenges we have to face
But remember there is a whole community just like you waiting to help you.",1,0.9991044402122498,LABEL_0,0.9999855756759644
This is a banger. And it gies for my state rn. Thanks bro!,1,0.999518632888794,LABEL_0,0.9999969005584717
"I dont why im here, listening .",0,0.9224528074264526,LABEL_1,0.9973493814468384
Me thinking is gonna be fine. But being the opposite...🙂💔,0,0.9893731474876404,LABEL_0,0.99974125623703
The bruh and the shidt :sunglasses:,0,0.6266831755638123,LABEL_0,0.9999967813491821
Im having a painfull shit rn and searched for painfull shit song. This works i guess,1,0.9880005717277527,LABEL_0,0.9999933242797852
The worst feeling is when ur dad and mom and all ur freinds forget there birthday,0,0.9996635913848877,LABEL_0,0.9999966621398926
No one wants to die people just dont want to live in this kind of world,0,0.9832274913787842,LABEL_0,0.9999324083328247
I like the fact that everyone is having breakup problem while am having family issues lol I guess am a alone,0,0.9893653392791748,LABEL_0,0.9999969005584717
"Not all those who smile are happy
They can be hiding their sadness and insecurities to avoid being judged 
Judged by the people who are supposed to help them
After all this time I've learnt one thing : Don't wait for them to notice your sadness ,if they really cared 
You wouldn't have to
Try and help yourself before it's too late
Cuz It's late for me and trust me it's hell everyday and I can't do anything about it",0,0.9964821338653564,LABEL_0,0.9999966621398926
My friends always ignore me😔,0,0.9961100220680237,LABEL_0,0.999977707862854
"If I met my younger self, i would say 
""Pls don't fall in love, it's not cool, it will take your happiness""-",0,0.9891630411148071,LABEL_0,0.9999971389770508
I sleep every night but the mind is never at rest.. don't love me when am dead,0,0.9824355840682983,LABEL_1,0.999988317489624
"I just went here to read comments
I don’t like this kind of music
I am reading the comments so I can y’all
:D",0,0.9939014911651611,LABEL_0,0.9999966621398926
You build the courage to fight but you can't even win the first obstacle,0,0.9819168448448181,LABEL_0,0.9999958276748657
I wonders how a little smiley boy changed into a depressed youth🙂,0,0.9979586601257324,LABEL_0,0.9999876022338867
Can’t people just be nice to me???,0,0.9952303171157837,LABEL_0,0.8858927488327026
"Holy, comment section is like Western Wall. Shit happens alright? Just move on.",0,0.9777323007583618,LABEL_0,0.9999970197677612
i can be fake at office but not when i trying to sleep at night...just crying out loud,0,0.9976413249969482,LABEL_0,0.999994158744812
"Your skin is not paper, so don't cut it""
""Your neck is not a coat, so don't hang it"" 
""Your face is not a book, so dont judge it""
""Your life is not a movie, so dont end 

it""bufferingbuffering",0,0.9972379207611084,LABEL_0,0.9999945163726807
"My experience going to school 
Goes to be social and isn't liked is made fun of and rejected not only that is compared and told she isn't trying or isn't good enough : and in the end feels like a piece of s##t that isn't cared for and isn't good enough . 
Just try okay i know its hard but try school turned me into who i am today and lets just say that's not good i hate people , places things i hate everything and everyone and i specifically hate my life so try dont be like me someone who wakes up and wants to die each day but has no one to talk to . i beg u try please try",0,0.9995841383934021,LABEL_0,0.9999910593032837
"This remembers me when I was In Spain




Really good trip, I had a great time",1,0.9998028874397278,LABEL_0,0.9999961853027344
I went from being hilarious but now being introverted because I'm depressed.,0,0.9985230565071106,LABEL_0,0.9968211650848389
I wish i could stop acting like i'm not hurt😵,0,0.9976317882537842,LABEL_1,0.9419387578964233
"I swear she fucked with my head.. Like first she talked with her friends About me, then she dated my friend which fucked me up already. Then she said she wanted to start over as friends and from there out we could see, and i fell for it so she acted as if she wanted something with me but she didn’t. Then she started making up things and Made me feel bad now she’s sending pictures hanging around with my friends. And I still can’t move on..",0,0.9991459846496582,LABEL_0,0.9989954829216003
I hate how we love  other people but they just get some random stuff to say to stop you from it,0,0.9990246295928955,LABEL_0,0.9999837875366211
"If anybody wants to talk, Im here for you!",1,0.9973788261413574,LABEL_1,0.9999582767486572
My parents are shouting at me and calling me useless saying they are disappointed in me JUST because i didn’t do like 2 homework? They want me to be really smart and get straight A’s like it just hurts my feeling at this moment i stand up for myself but i just cant do it anymore.,0,0.9997268319129944,LABEL_0,0.9999507665634155
"I'm tired of crying that i can't even shed tears anymore, you know, crying for someone you love cuz they just don't care about you even though you need them so much. And i just don't know what to do, i need some comfort but i don't have anyone to talk to.",0,0.9974614381790161,LABEL_0,0.9999973773956299
Who’s listening to this right now.,1,0.9919201135635376,LABEL_1,0.5193908214569092
“*Sometimes I like to think the ocean is bottomless but even it has a limit*”,0,0.9283632040023804,LABEL_0,0.9999724626541138
im tired of being alone and judged because of me... im so done with everything... why can i not be normal like everyone else?.. aghh..,0,0.9984250068664551,LABEL_1,0.9998598098754883
BeSt DePreSsIf SoNg BeCaUsE mY gF lEfT mE ( S/o NeLly),1,0.9816548824310303,LABEL_0,0.9998633861541748
it hurts when he's with someone I suspect likes him,0,0.9995425939559937,LABEL_0,0.9999885559082031
The comment section here seems to be way better and understanding than my whole family could ever be.,1,0.9903000593185425,LABEL_0,0.9994756579399109
Wish we could do the things we want,0,0.987155556678772,LABEL_1,0.9998751878738403
they just don't understand...,0,0.9994826316833496,LABEL_1,0.9848054051399231
The worst feeling I got is not when you don't have someone but when you have and they hate you because you are being yourself.,0,0.9972589015960693,LABEL_0,0.9999924898147583
Fuck off depression i want to live for my mom,0,0.9981027245521545,LABEL_0,0.999244213104248
Guys I can’t really do this anymore if your reading this I’m probably dead btw,0,0.9996644258499146,LABEL_0,0.9999954700469971
"life is very– boring? idk
but it isn't a pleasent experience for sure.",0,0.9968915581703186,LABEL_0,0.9047675132751465
"i havent slept all night,
my depression is proud of me",1,0.9977855682373047,LABEL_0,0.9980039000511169
Remember that good memory is a curse I have good memory and I remember all mistakes I made and all the good things I’ve done why are there more mistakes than good things,1,0.9499171376228333,LABEL_0,0.9999961853027344
its sad wen the people who gave you the best memory's become memory's,0,0.9973133206367493,LABEL_0,0.9999922513961792
"I just pity myself how I end up writing what I feel in a comment on YouTube, even though there are a lot of people around me. I eat and sleep, I watch TV, I pity my life, this is really how every day there is a war between me and myself with endless thoughts... No It never ends I never thought I'd be like this I just tried to tell my mom one day and she didn't care I just wanted to tell someone but they all laughed at me I just lost myself without anyone caring I just gave up everything my dreams everything I want to end it all a thing",0,0.9948667287826538,LABEL_0,0.9999234676361084
I miss my self. I wasn't happy alot but I wasn't sad alot for sure.,1,0.9885197281837463,LABEL_0,0.999642014503479
"I came here after my tiring days and nights for the preparation of our exam, I'm just sad and depressed that it wasn't enough. My efforts got wasted, I'm emotionally, mentally, and physically tired. It just I can't tell this to other people near me, i'm coward and afraid to receive judgement.",0,0.9996684789657593,LABEL_1,0.9998065829277039
Life sucks when you are at a happy place and start to think very highly of yourself and someone just collapses it in a second,0,0.9997449517250061,LABEL_0,0.9999949932098389
Tears are the words that need to be written,0,0.9431934952735901,LABEL_1,0.9763795733451843
"If youre faking depression, it isn't cool. Sadly the majority of fake depressionists are here listening to this. If you came here to dislike this video, lets rid the world of fake depressionists!!",0,0.9990630745887756,LABEL_0,0.9999701976776123
Im not hating but so.e people are like go talk to friends of family my family and friends don't understand and I'm bisexual if my family knew they would kick me to the curve,0,0.9836472868919373,LABEL_0,0.9999970197677612
I'm tired asf.,0,0.9997661709785461,LABEL_0,0.9999634027481079
everybody wish they could bring back their  old them or the younger version of them.. the problem here that even my old me was sad and pathetic,0,0.9996824264526367,LABEL_1,0.9969371557235718
I would prefer to be left alone and abandoned by my family so that I can take my life without carrying for others.,0,0.9940981864929199,LABEL_1,0.999996542930603
"I hope there are days when your coffee tastes like magic, your playlist makes you dance, strangers make you smile, and the night sky touches your soul. I hope you fall in love with being alive again.",1,0.9997168183326721,LABEL_1,0.9319108724594116
"Those who believe, and whose hearts find satisfaction in the remembrance of Allah. for without doubt in the remembrance of Allah do hearts find satisfaction",1,0.9994339346885681,LABEL_0,0.9998776912689209
No one understands me i wish i was dead,0,0.9997146725654602,LABEL_0,0.9881806373596191
"Am I the only person here who isn't afraid of dying? 

I'm scared of living.",0,0.9705214500427246,LABEL_1,0.9999924898147583
"Your skin's not paper, don't cut it
Your body's not a book, don't judge it.
Your neck's not a coat, don't hang it.
Your life's not a movie, don't end it.
You are always going to find hope, if you give time :)
Not original, but spreading info that I luv you no matter what you are :D",1,0.9175684452056885,LABEL_0,0.9999955892562866
i was born depressed,0,0.9997664093971252,LABEL_1,0.9977426528930664
I'm here because I'm tired.,0,0.9994739890098572,LABEL_1,0.9999970197677612
"I'm tired of my life, but I'm not ready to die. I don't know why.",0,0.9847701787948608,LABEL_1,0.9999663829803467
I remember listening to this while i was depressed i used to cry i'm over it now but that was a long time ago,0,0.9864996671676636,LABEL_0,0.999948263168335
I just wish I was a perfect child.... My older sister is perfect wish I was her..,1,0.9768478870391846,LABEL_1,0.9981495141983032
Fuck this song I already did I already accept the fact that I experience what I'm scared I already lost and broke that happiness they're not going to be a family again yow I'm just broke I feel that my heart was broke into many pieces and I don't want to accept the fact that we didn't.,0,0.9893878698348999,LABEL_0,0.9999961853027344
My mom always yell me im useless and worthless🙂,0,0.9995936751365662,LABEL_0,0.9999971389770508
its ok to live the sun is there without nobody,1,0.9982140064239502,LABEL_0,0.9741843342781067
So broken anymore. Just sit alone imagine how my family would take the loss of me😣😞 I just feel so ready to go already,0,0.9967039227485657,LABEL_1,0.9999839067459106
"""life is like an endless boring soap opera show with short commercials breaks of happiness in between""",0,0.9993818998336792,LABEL_0,0.9796465039253235
Mirror Is my best friend because When I cry it never Laugh🙂,1,0.9938369393348694,LABEL_0,0.9999967813491821
"Anyone who wants to can tell their struggles in life
I will listen and give a try to cheer you up",1,0.9994865655899048,LABEL_0,0.9999957084655762
"Real people : You are useless 
                        Such a mistake
                        Ugly, you are freak
                        Die and go to the hell
                        Youre nothing 
Virtual people and comments : all gonna be alright 
                                                        I promise you
                                                        Love you 
                                                        Dont be sad   
                                                        Everything gonna be ok, i promise :)",1,0.9338387250900269,LABEL_0,0.9999520778656006
FUCK Tomorrow I have school what the hell do I do my eyes will swell again from crying at night .,0,0.9546148180961609,LABEL_0,0.9999940395355225
All i just want is my mom again...,0,0.9838736653327942,LABEL_1,0.9735615253448486
"I mean I’m a happy person but I am too scared of just everything, why am I scared??",0,0.9953585267066956,LABEL_0,0.9999961853027344
They wont understand. Im shaking all day and im scared to open up about it 💔,0,0.9016189575195312,LABEL_1,0.9864464998245239
I'm trying not to search or hear this kind of song. But end up. Shit,0,0.99868243932724,LABEL_1,0.9660031199455261
"Aww man look at the view count! There are 14M people similar 
Don't worry you are not the only person left out...
Tip: Whenever I feel pained I always look at clounds...nd I get answer fr some thgs..Try this once",0,0.9846151471138,LABEL_0,0.9999963045120239
My 💔saddest💔 day of my life when my gf break up with me and I saw her with my cousin💔,1,0.9945058226585388,LABEL_0,0.9999957084655762
Its better to cry than laughing,0,0.9928975105285645,LABEL_0,0.9998925924301147
"I don't like thinking, thinking often gets me in a pretty bad place, so I prefer to just think about all the positive shit even though behind it everythings a shitshow.",0,0.9910581111907959,LABEL_1,0.8356589078903198
"The heart is so broken, that even tears don't come out.... - Unknown",0,0.6474592685699463,LABEL_0,0.5468334555625916
The saddest part of life is when u pay attention to her u make a good friendship then it falls💔,0,0.9984123706817627,LABEL_0,0.999996542930603
"""Even in a rain of memories, your love for me is forgotten""... 

By a depress boy",0,0.999545156955719,LABEL_0,0.9999628067016602
I am the only one who gonna comfort my self cause if Im gonna  tell my parents or friends what I'm going through they well just laugh and think Im just being  dramatic and if I can't handle my pain Im going to my room and lock the door and cry😊,0,0.978133499622345,LABEL_0,0.9999903440475464
Why do we have to suffer from reincarnation it's just an infinite death loop after all.,0,0.9943380951881409,LABEL_0,0.9999918937683105
"Game is life now ,my heart is broken she left me 💔",0,0.9144092202186584,LABEL_0,0.9999954700469971
"my mood brought me here, and it's always like the vibe of these songs.",1,0.9997164607048035,LABEL_0,0.9744029641151428
literally dont know the meaning of happiness anymore.,0,0.9974843263626099,LABEL_1,0.9996645450592041
"I think I shouldn't be here , sorry for breathing and existing.. bye",0,0.9932096600532532,LABEL_1,0.9999527931213379
Iam in deppresion my girl leave my 😖😭,0,0.9969493746757507,LABEL_0,0.9999964237213135
the views prove so many depressed people nowadays.,0,0.998838484287262,LABEL_0,0.9999957084655762
She was a cute girl but I overthank and went overboard so that girls really dosnt matter to me anymore,0,0.9900155663490295,LABEL_1,0.9917235970497131
Life isnt hard you dont need any benefits of the earth you need yourself you can chose to be with jesus to keep you occupied but who knows if hes real so we made him and other religions life isn't hard we make it hard for having emltions if your sad your considered brocked if you don't have emotions you broken but if yojr happy your naive so mold your emotion. Based on the tone of the room,0,0.9660974740982056,LABEL_0,0.9999971389770508
So umm I am so emtonal my crush is so hot and I can’t have his tik tok 🙄,0,0.9829971790313721,LABEL_0,0.999996542930603
When the Impostor is sus,0,0.997246503829956,LABEL_0,0.9999955892562866
This helped me with something's I wanted to let out and I really appreciate it ...... I hope I will be able to come back here some day with a better look towards life,1,0.9996417760848999,LABEL_0,0.9998143315315247
feeling lonely right now bc my friends didn't treat me like before:),0,0.9967020153999329,LABEL_0,0.9989200830459595
"i guess this is, it explain why am here",0,0.9834725856781006,LABEL_0,0.9998687505722046
"If only my pillow knows how to talk, prolly tell me to stop crying every night...",0,0.972069263458252,LABEL_0,0.9998980760574341
"Every day i get judge for biếng skinny doing things my parents don't like, like eat this food to be more fatter always get bully for eating to much every day is just being like a punching bag it hurts",0,0.9994428753852844,LABEL_0,0.9999969005584717
not me talking to my own chat on messenger hahaha.........,0,0.9993740916252136,LABEL_0,0.9999924898147583
Nowdays i only want to sleep .....cause i found its only the way to see you feel you and be with you...hope we are gonna met somedays up above the sky....Miss you ........................................................................................................................................................................................................................................................................................................,0,0.9860948324203491,LABEL_0,0.9999912977218628
close your eyes and imagine that crush likes you but that only in imagines not in real life ☹,1,0.9160961508750916,LABEL_0,0.9999967813491821
I'm feeling betrayed today!😭,0,0.9976135492324829,LABEL_0,0.9992774128913879
only with the first song im crying,0,0.9875392913818359,LABEL_0,0.9999954700469971
"Dad : you can't do anything
Mom : he's right, you can't do anything

Discord : you're not the Morit I know, you seem depressed, are you ok?",0,0.8283621668815613,LABEL_0,0.999962329864502
There more of our future to come but more past to talk about 😔,1,0.6565786600112915,LABEL_0,0.9999943971633911
Mind want to die but body want to live :),0,0.5305566191673279,LABEL_1,0.999868631362915
I’m starting to see the real life as a pre teen my life was fake for 10 years I was hiding the. Pain from everybody that one person I though won’t leave left,0,0.9862985014915466,LABEL_0,0.9999954700469971
I JUST WANT TO CRY,0,0.9983218312263489,LABEL_0,0.9960749745368958
So we had got this dog in the streets and we cant keep her so we had to give her to someone else and I kinda had a bond she's just a puppy this helps thx,1,0.972854733467102,LABEL_0,0.9999966621398926
"I wish  i could live in a country where the future will be certain. all people live in peaceful lives without war, fear, famine, genocides, poverty and  a place where equal rights exist for  minorities.",0,0.8085234761238098,LABEL_1,0.999700665473938
Probably never gonna listen anything more than this,0,0.9765869975090027,LABEL_0,0.9989932179450989
When you care for someone but they doesnt care about you :) but the comment section the only one who care abt you,0,0.9969960451126099,LABEL_0,0.9999963045120239
